Id,Label,timeset,no,nome_usuario,nome,pessoa,genero,20210215_seguidores,tam_rel_seguidores,ponto_ideal,estado,afiliacao,universidades,partido,saido,suspenso,posicao,profissoes,bio,genero_str,intersec1,intersec1_str,intersec2,intersec2_str,art_prod,polit_militan,jor_com,jus,mid,part_col,polic_militar,prof,saude,ciencia,emp,rel,out,art_prod_str,intersec3,intersec3_str,polit_militan_str,jor_com_str,jus_str,mid_str,part_col_str,polic_militar_str,prof_str,saude_str,ciencia_str,emp_str,rel_str,out_str,federal,federal_str,puc,puc_str,estadual,estadual_str,militar,militar_str,nome_usuario_raw,seguidores_analisados
SueliCarneiro,SueliCarneiro,,15,@SueliCarneiro,Sueli Carneiro,1,1,47295,0.007076,-2.045003,SP,Geledés Instituto da Mulher Negra,Universidade de São Paulo,,0,0,Feminista,"acadêmico, ativista negro, filósofo, escritor",Doutora em Educação pela Universidade de S...,Feminino,1,Negra ou Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,1,Estaduais,0,Não Militar,SueliCarneiro,7099
taliriapetrone,taliriapetrone,,50,@taliriapetrone,Talíria Petrone,1,1,249662,0.037352,-1.569423,RJ,,"Universidade do Estado do Rio de Janeiro, Universidade Federal Fluminense",PSOL,0,0,Feminista,"político, professor, historiador, ativista negro","Professora de História, negra, feminista. ...",Feminino,1,Negra ou Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,1,Estaduais,0,Não Militar,taliriapetrone,39973
tamires_scpaula,tamires_scpaula,,146,@tamires_scpaula,Tamires De Paula,1,1,35965,0.005381,1.33621,SP,,,PSL,0,0,Antifeminista,influencer,⚖ DIREITO📍<br>📌São Paulo/SP <br>🔰Conservad...,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,tamires_scpaula,8478
taoquei1,taoquei1,,201,@taoquei1,TeAtualizei,1,1,422987,0.063284,1.808327,,Brasil sem medo,,,0,0,Antifeminista,youtuber,Bom ou não? Perfil Te Atualizei.<br>Entre ...,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,taoquei1,41740
TatiNefertari,TatiNefertari,,5,@TatiNefertari,Tati Nefertari,1,1,83233,0.012453,-2.256308,SP,,Universidade de São Paulo,,0,0,Feminista,"universitário, ativista negro",Ajuda a construir a Biblioteca Comunitária...,Feminino,1,Negra ou Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,0,0,0,0,0,1,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Características Únicas,0,Não Federais,0,Não PUC,1,Estaduais,0,Não Militar,TatiNefertari,11523
tatiroque,tatiroque,,61,@tatiroque,Tatiana Roque,1,1,40394,0.006043,-1.430445,RJ,,Universidade Federal do Rio de Janeiro,PSOL,0,0,Feminista,"acadêmico, professor, matemático, youtuber",Coordenadora do Fórum de Ciência e Cultura...,Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,0,1,0,0,0,0,1,0,1,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Não Políticos ou Ativistas,Jornalistas e Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,tatiroque,7526
Tdetravesti,Tdetravesti,,3,@Tdetravesti,Ana Flor,1,1,45542,0.006814,-2.433676,PE,Blogueiras Feministas,Universidade Federal de Pernambuco,,0,0,Feminista,"ativista trans, pedagogo, acadêmico",Travesti e acadêmica de pedagogia. Pensand...,Feminino,1,Negra ou Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,Tdetravesti,6384
TenenteSantini,TenenteSantini,,161,@TenenteSantini,Tenente Santini,1,0,16895,0.002528,1.450986,SP,,,Progressistas,0,0,Antifeminista,"policial militar, político, empresário","Policial Militar, vereador por Campinas de...",Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,0,0,1,0,0,0,1,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Policiais e Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,TenenteSantini,3338
tercalivre,tercalivre,,173,@tercalivre,Portal Terça Livre,0,0,431205,0.064513,1.531937,,Portal Terça Livre,,,0,0,Antifeminista,"mídia, político",Jornalismo sem dinheiro da SECOM. Qual out...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,1,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,tercalivre,49114
teseonze,teseonze,,31,@teseonze,Tese Onze,0,0,37754,0.005648,-1.822257,,Tese Onze,,,0,0,Feminista,"mídia, político, ecossocialista",Canal de formação política e análise conju...,Masculino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,0,1,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,0,Não Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,teseonze,5541
ToniettoChris,ToniettoChris,,162,@ToniettoChris,Chris Tonietto,1,1,56379,0.008435,1.453762,RJ,,Universidade Federal Fluminense,PSL,0,0,Antifeminista,"político, advogado","Deputada Federal eleita pelo PSL/RJ, catól...",Feminino,0,Não Negra e Não Trans,0,Não Negra e Trans,0,1,0,1,0,0,0,0,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,ToniettoChris,9233
transcurecer,transcurecer,,1,@transcurecer,Sher Machado,1,1,33671,0.005038,-2.490515,RJ,,Instituto Federal do Rio de Janeiro,,0,0,Feminista,"ativista trans, ativista negro, físico, streamer",Lic. em Física | Secretária Geral do <br>@...,Feminino,1,Negra ou Trans,1,Negra e Trans,0,1,0,0,0,0,0,0,0,1,0,0,1,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Não Professores, Intelectuais ou Escritores",Não Profissionais da Saúde,Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,transcurecer,4542
winniebueno,winniebueno,,12,@winniebueno,Bueno.,1,1,148073,0.022153,-2.089623,RS,Blogueiras Negras,Universidade Federal do Rio Grande do Sul,,0,0,Feminista,"acadêmico, ativista negro",Acadêmica com orgulho. Uma pessoa que acre...,Feminino,1,Negra ou Trans,0,Não Negra e Trans,0,1,0,0,0,0,0,1,0,0,0,0,0,Não Artistas ou Produtores,0,Não Músico ou Religioso,Políticos e Ativistas,Não Jornalistas ou Comunicadores,Não Trabalhadores da Justiça,Não Mídias,Não Partidos ou Coletivos,Não Policiais ou Militares,"Professores, Intelectuais e Escritores",Não Profissionais da Saúde,Não Cientistas das Exatas e Engenheiros,Não Empresários,Não Líderes Religiosos,Sem Características Únicas,1,Federais,0,Não PUC,0,Não Estaduais,0,Não Militar,winniebueno,23366
